Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor,decile_score
0,0,0,0,0,0,0,1,0,0,0,1,2
1,4,1,0,1,1,0,0,0,0,0,0,9
1,3,1,0,0,0,0,0,0,0,0,0,7
0,5,1,0,0,0,0,0,0,0,0,1,9
0,1,1,0,0,0,0,0,0,0,0,0,5
1,3,1,0,1,0,0,0,0,0,0,0,5
0,0,0,0,0,1,0,0,0,0,0,0,1
1,18,1,0,0,1,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,1,0,3
0,0,1,0,1,0,0,0,0,1,0,0,9
1,4,0,1,0,1,0,0,0,0,1,0,2
1,0,0,1,0,0,0,0,0,0,1,1,4
0,0,0,0,1,1,0,0,0,0,0,0,3
0,0,1,0,1,1,0,0,0,0,1,0,8
0,0,0,0,0,1,0,0,0,0,0,0,2
1,8,1,0,0,1,0,0,0,0,0,0,8
0,10,1,0,0,1,0,0,0,0,1,0,6
0,1,1,1,0,0,0,0,0,0,1,0,6
1,2,0,0,0,0,0,0,0,0,0,0,2
1,0,1,0,0,1,0,0,0,0,0,0,8
1,1,0,0,1,1,0,0,0,0,0,0,4
1,13,1,0,0,1,0,0,0,0,0,0,7
1,1,0,0,0,0,0,0,0,0,0,0,1
1,23,1,0,0,1,0,0,0,0,0,0,10
0,20,1,1,0,1,0,0,0,0,0,0,9
0,3,1,0,1,1,0,0,0,0,0,0,7
1,1,1,0,0,1,0,0,0,0,0,1,9
1,2,1,0,1,0,0,1,0,0,0,1,6
1,2,0,1,0,1,0,0,0,0,0,1,2
0,0,0,0,0,1,0,0,0,0,0,1,4
0,0,0,0,0,1,0,0,0,0,1,0,3
0,1,0,1,0,0,0,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,5
0,11,0,0,0,1,0,0,0,0,0,0,4
1,4,1,0,0,0,0,0,0,1,0,1,9
0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,0,0,1,1,1
0,2,0,1,0,0,0,0,0,0,1,0,3
0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,1,0,0,1,0,0,0,0,0,1,7
1,17,1,1,0,1,0,0,0,0,0,0,9
0,3,1,0,1,1,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,1,1,2
1,15,1,0,0,0,0,0,0,0,1,0,9
1,7,1,0,0,0,0,1,0,0,0,0,9
1,2,1,0,1,1,0,0,0,0,0,1,10
0,3,0,0,0,1,0,0,0,0,0,0,4
1,0,1,0,1,0,1,0,0,0,0,0,6
1,3,0,1,0,0,0,0,0,0,0,0,1
0,5,1,0,0,1,0,0,0,0,0,0,7
0,4,1,0,0,1,0,0,0,0,0,1,5
1,14,1,0,0,1,0,0,0,0,0,0,8
0,2,0,1,0,0,0,0,0,0,0,0,1
1,3,0,0,0,1,0,0,0,0,0,1,2
1,2,1,1,0,0,0,0,0,0,0,0,5
1,20,1,1,0,1,0,0,0,0,0,0,7
0,2,0,0,0,1,0,0,0,0,0,1,4
0,1,1,0,1,1,0,0,0,0,0,1,6
0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,1
0,6,0,0,0,1,0,0,0,0,0,0,3
1,10,1,0,0,1,0,0,0,0,0,1,6
1,10,1,0,0,1,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,0,2
1,9,0,1,0,0,0,0,0,0,1,0,3
0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,1,4
0,2,1,1,0,0,0,0,0,0,1,0,8
1,0,1,0,1,1,0,0,0,0,0,0,5
1,18,1,1,0,1,0,0,0,0,0,0,8
0,0,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0,1,1,0,0,0,0,0,0,5
1,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,1,0,0,1,0,0,0,0,10
0,0,0,0,1,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,0,0,0,0,0,0,1,1
0,1,0,0,1,0,0,0,0,0,0,0,3
0,1,0,0,0,0,0,1,0,0,1,0,3
0,0,1,0,1,1,0,0,0,0,0,0,8
0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,4
1,0,0,1,0,1,0,0,0,0,0,0,4
1,4,1,0,0,1,0,0,0,0,1,0,10
0,2,1,1,0,1,0,0,0,0,0,0,6
1,6,1,0,1,1,0,0,0,0,0,0,9
0,0,1,0,1,1,0,0,0,0,0,0,8
0,0,0,0,0,1,0,0,0,0,0,0,2
0,0,0,0,1,1,0,0,0,0,0,0,3
0,11,1,1,0,1,0,0,0,0,0,0,9
1,10,1,0,0,1,0,0,0,0,0,0,7
0,0,0,0,1,1,0,0,0,0,0,0,2
0,0,1,0,1,0,0,0,0,0,1,1,5
0,0,0,0,0,0,0,0,0,1,0,0,1
1,22,1,0,0,0,0,0,0,0,0,0,5
1,0,1,0,1,1,0,0,0,0,0,0,10
0,0,0,1,0,0,0,0,0,0,1,0,1
1,7,1,0,0,1,0,0,0,0,0,1,5
0,1,1,0,0,1,0,0,0,0,1,1,9
0,8,0,1,0,1,0,0,0,0,0,0,1
0,10,1,0,0,1,0,0,0,0,0,1,9
0,0,1,0,0,1,0,0,0,0,1,0,5
1,0,1,0,1,1,0,0,0,0,0,0,5
0,3,1,0,0,1,0,0,0,0,1,0,5
1,2,1,0,1,1,0,0,0,0,0,0,5
1,4,1,0,0,1,0,0,0,0,0,0,7
1,19,1,1,0,1,0,0,0,0,1,0,10
1,1,0,0,1,0,0,0,0,1,0,0,4
0,0,1,0,1,0,0,0,0,1,1,1,10
1,1,1,0,1,0,0,0,0,0,1,0,8
0,0,0,0,1,1,0,0,0,0,1,0,2
0,3,1,0,0,0,0,0,1,0,0,1,7
0,0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,1,1,0,0,0,0,1,0,7
1,5,1,0,0,1,0,0,0,0,0,0,7
0,6,1,0,0,1,0,0,0,0,0,0,6
0,2,0,0,1,0,0,0,0,1,0,1,4
1,4,1,0,0,1,0,0,0,0,0,0,9
0,1,0,0,0,1,0,0,0,0,0,1,4
1,1,0,0,0,0,0,0,0,1,0,0,2
0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,0,0,0,1,0,0,0,0,0,1,2
1,8,1,0,0,1,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,0,0,0,1,1
0,4,0,0,0,1,0,0,0,0,0,0,2
0,4,1,0,0,1,0,0,0,0,1,0,5
1,1,0,0,1,0,0,0,0,0,0,1,4
1,2,1,0,1,0,0,0,0,0,0,0,9
1,0,0,0,1,0,0,0,0,0,0,0,4
0,11,1,1,0,1,0,0,0,0,0,0,6
0,0,1,1,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,1,0,0,0,0,1,0,7
0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,0,0,0,0,0,0,9
0,2,0,0,0,0,0,0,0,0,0,1,3
1,0,1,0,1,1,0,0,0,0,0,0,5
1,22,1,0,0,1,0,0,0,0,0,0,9
0,0,0,0,1,0,0,0,0,1,1,1,4
0,0,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,4
1,1,1,0,1,1,0,0,0,0,1,1,5
0,1,0,0,0,1,0,0,0,0,1,1,2
0,0,0,1,0,0,0,1,0,0,0,1,1
0,2,1,0,0,0,0,0,0,0,0,0,6
1,3,0,0,0,1,0,0,0,0,0,0,2
0,0,0,0,0,1,0,0,0,0,1,1,2
0,0,0,0,0,1,0,0,0,0,0,0,3
0,3,1,0,0,0,0,0,0,1,0,1,7
1,17,1,0,0,1,0,0,0,0,0,0,10
1,1,0,0,1,1,0,0,0,0,0,0,1
0,7,1,0,0,1,0,0,0,0,0,0,6
0,0,0,0,1,1,0,0,0,0,0,0,3
0,8,0,0,0,0,0,0,0,0,0,0,4
1,14,1,0,0,1,0,0,0,0,0,0,7
0,0,1,0,0,1,0,0,0,0,0,1,5
1,1,0,0,0,0,0,0,0,0,1,1,3
1,5,1,0,0,1,0,0,0,0,0,1,8
0,16,1,0,0,1,0,0,0,0,0,0,10
1,1,0,0,0,0,0,0,0,0,0,1,3
1,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1
0,2,0,1,0,0,0,0,0,0,0,0,4
1,3,1,0,0,1,0,0,0,0,0,1,6
0,1,0,0,1,1,0,0,0,0,1,0,3
0,2,0,0,0,0,0,0,0,0,0,1,2
1,13,1,0,0,1,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,0,1,0,0,3
0,20,1,0,0,1,0,0,0,0,0,0,8
1,3,1,0,0,1,0,0,0,0,0,0,8
1,25,1,1,0,1,0,0,0,0,0,0,10
1,1,1,0,1,1,0,0,0,0,0,1,7
1,9,1,1,0,1,0,0,0,0,0,1,8
1,5,0,0,0,0,0,0,0,0,0,0,4
1,4,1,1,0,1,0,0,0,0,0,1,7
0,4,0,0,0,1,0,0,0,0,0,1,2
0,4,0,1,0,0,0,0,0,0,0,1,1
1,1,0,0,0,1,0,0,0,0,0,0,4
0,2,0,0,0,1,0,0,0,0,0,1,4
1,6,1,0,0,1,0,0,0,0,0,0,5
0,3,0,0,0,0,0,0,0,1,0,0,2
0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,0,1,1,0,0,0,0,0,1,7
1,4,1,0,0,0,0,0,0,0,0,1,7
1,1,0,0,0,0,0,0,0,0,1,1,2
0,1,1,0,1,1,0,0,0,0,0,0,8
1,1,1,0,1,1,0,0,0,0,0,0,9
1,3,0,0,1,0,0,0,0,0,0,0,4
1,4,1,0,0,1,0,0,0,0,0,1,8
0,1,0,1,0,0,0,0,0,0,0,0,2
1,5,1,0,1,1,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,0,1
0,7,1,0,1,1,0,0,0,0,0,1,9
0,0,1,0,1,0,0,0,0,0,1,1,5
1,1,0,0,1,1,0,0,0,0,0,0,3
0,9,1,0,0,1,0,0,0,0,0,1,8
1,5,0,0,0,1,0,0,0,0,0,0,4
0,1,1,0,1,0,0,0,0,0,1,0,6
1,0,1,0,0,1,0,0,0,0,0,0,9
1,25,1,0,0,1,0,0,0,0,0,1,8
0,0,0,0,1,1,0,0,0,0,0,0,4
1,13,1,0,0,1,0,0,0,0,0,0,8
0,0,0,1,0,0,0,0,0,1,0,0,1
0,4,0,0,0,1,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,1,0,0,0,0,1,0,1
0,3,1,0,1,1,0,0,0,0,0,0,9
0,1,0,0,0,1,0,0,0,0,1,1,2
1,1,1,0,1,0,0,0,0,0,0,0,8
0,3,0,0,0,0,0,0,0,0,0,0,4
1,6,1,0,1,1,0,0,0,0,0,0,10
1,4,0,0,0,0,0,0,0,1,0,0,3
0,1,0,0,0,1,0,0,0,0,0,0,3
0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,7
1,3,1,0,1,0,0,1,0,0,0,0,6
0,3,0,1,0,1,0,0,0,0,0,0,2
1,1,0,0,1,0,0,0,0,0,0,1,4
0,4,1,0,0,1,0,0,0,0,0,0,5
1,1,0,0,0,0,0,0,0,0,1,0,3
0,1,1,0,0,1,0,0,0,0,1,0,5
0,0,0,0,0,0,0,1,0,0,0,1,1
1,9,1,0,0,1,0,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0,0,0,0,10
1,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,1,1
0,1,0,1,0,0,0,1,0,0,1,1,2
1,3,1,0,0,1,0,0,0,0,0,1,6
1,3,0,0,0,1,0,0,0,0,0,0,1
1,5,0,0,0,1,0,0,0,0,0,1,3
1,0,0,1,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,1,0,0,0,0,0,0,2
0,3,0,0,0,0,0,0,0,0,1,1,4
0,0,0,1,0,0,0,0,0,0,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,1,0,0,0,0,2
0,1,1,0,0,0,0,1,0,0,0,0,5
1,6,1,0,0,1,0,0,0,0,0,1,7
1,1,1,0,1,1,0,0,0,0,0,0,7
1,2,0,1,0,1,0,0,0,0,0,0,2
0,0,0,0,0,1,0,0,0,0,0,1,2
0,1,1,1,0,0,0,0,0,0,0,0,5
1,4,0,0,0,1,0,0,0,0,0,1,2
1,1,0,1,0,0,0,0,0,0,1,0,1
1,3,0,1,0,1,0,0,0,0,0,0,1
1,2,1,0,1,1,0,0,0,0,0,0,9
1,19,1,0,0,1,0,0,0,0,0,0,10
0,3,1,1,0,1,0,0,0,0,0,1,9
0,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,1,0,1,0,0,0,0,0,1,1
1,10,1,0,0,1,0,0,0,0,0,1,7
0,1,0,0,0,1,0,0,0,0,0,0,2
0,0,0,1,0,0,0,1,0,0,1,1,1
0,0,0,1,0,0,0,1,0,0,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,3
0,1,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,1,0,0,1,1,2
1,14,1,0,0,1,0,0,0,0,0,0,9
0,2,1,0,1,1,0,0,0,0,0,0,7
1,5,1,0,0,1,0,0,0,0,0,0,10
0,0,0,1,0,0,0,1,0,0,0,1,4
0,1,1,0,0,0,0,0,0,0,0,0,5
0,1,1,0,1,1,0,0,0,0,0,0,8
1,2,0,0,0,1,0,0,0,0,0,1,2
1,6,1,0,1,1,0,0,0,0,0,0,7
0,0,1,0,0,0,0,0,0,0,1,0,6
0,0,0,0,1,0,0,0,0,0,0,0,4
1,1,1,0,0,1,0,0,0,0,0,1,5
1,0,1,1,0,1,0,0,0,0,0,0,5
1,7,1,0,0,1,0,0,0,0,0,0,7
0,2,0,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,1,3
1,0,1,0,1,0,0,0,0,0,1,1,5
0,0,0,1,0,1,0,0,0,0,0,0,1
1,10,1,0,0,1,0,0,0,0,0,0,6
0,0,0,0,1,0,0,0,0,0,0,1,3
1,0,1,0,1,0,0,1,0,0,1,1,7
1,2,1,0,1,1,0,0,0,0,0,0,6
0,1,0,0,0,0,0,1,0,0,0,1,1
1,5,1,0,0,1,0,0,0,0,0,1,8
1,10,1,0,0,1,0,0,0,0,0,0,7
1,4,1,1,0,1,0,0,0,0,0,1,5
1,2,1,0,1,0,0,0,0,0,0,1,5
1,0,0,0,0,1,0,0,0,0,0,1,4
0,0,0,0,1,1,0,0,0,0,1,0,4
1,6,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1
0,6,1,0,1,1,0,0,0,0,1,1,7
0,1,0,0,0,1,0,0,0,0,0,1,1
1,8,1,0,0,0,0,0,0,0,0,0,9
1,1,1,0,1,1,0,0,0,0,0,1,7
0,0,0,0,0,0,0,1,0,0,0,0,3
1,4,0,0,0,1,0,0,0,0,0,1,4
0,3,0,0,0,1,0,0,0,0,1,0,4
1,2,1,0,1,1,0,0,0,0,0,0,7
0,8,0,0,0,0,0,0,0,0,0,0,4
1,6,1,0,0,1,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,1,1,0,0,0,0,0,0,8
0,0,0,0,1,1,0,0,0,0,1,1,3
0,2,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,2
1,6,1,0,0,1,0,0,0,0,0,0,5
0,17,0,1,0,1,0,0,0,0,0,1,4
1,20,0,1,0,0,0,1,0,0,0,0,3
0,2,1,0,1,0,0,0,0,0,0,0,6
0,2,1,0,1,1,0,0,0,0,0,1,7
0,5,0,0,0,1,0,0,0,0,0,0,4
0,0,0,1,0,0,0,1,0,0,0,1,1
1,1,1,0,1,0,0,1,0,0,0,0,5
0,1,0,1,0,0,0,1,0,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,0,6
0,2,1,0,0,1,0,0,0,0,0,0,6
1,1,1,0,1,0,0,1,0,0,0,1,7
0,6,0,0,0,0,0,0,0,0,0,0,3
0,2,1,0,0,1,0,0,0,0,0,0,5
0,0,1,0,0,1,0,0,0,0,0,0,10
1,17,1,0,0,1,0,0,0,0,0,1,7
1,11,1,0,0,1,0,0,0,0,0,1,10
0,1,1,0,0,1,0,0,0,0,0,0,5
1,6,1,0,0,1,0,0,0,0,0,0,9
0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,0,1
0,3,0,0,1,0,0,0,0,0,0,1,4
1,1,0,1,0,0,0,1,0,0,0,0,2
0,0,0,0,0,0,0,1,0,0,0,0,3
0,5,0,1,0,1,0,0,0,0,1,0,1
1,16,1,0,0,1,0,0,0,0,0,0,5
1,0,0,0,0,0,0,0,0,1,0,0,2
1,5,1,0,0,1,0,0,0,0,1,1,7
0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,2
1,3,0,0,0,1,0,0,0,0,0,1,3
1,13,1,0,0,1,0,0,0,0,0,1,8
0,2,0,1,0,1,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,1
0,5,0,1,0,0,0,0,0,0,0,1,4
0,1,0,0,0,0,0,0,0,1,0,0,2
0,2,0,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,1,10
1,0,0,0,0,1,0,0,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,1,1,1
0,0,1,0,1,1,0,0,0,0,1,1,5
1,17,1,1,0,1,0,0,0,0,0,0,10
1,1,0,0,0,1,0,0,0,0,0,0,3
0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1
1,2,0,0,0,0,0,0,0,0,0,1,2
0,2,0,0,0,1,0,0,0,0,0,1,2
1,4,1,0,0,1,0,0,0,0,0,1,5
0,0,0,0,1,0,0,1,0,0,0,1,3
0,0,1,0,0,1,0,0,0,0,1,0,8
1,4,1,0,0,1,0,0,0,0,1,0,7
1,30,1,1,0,0,0,0,0,0,1,1,6
0,4,0,1,0,1,0,0,0,0,0,0,3
0,2,0,0,0,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,0,1,0,1,0,0,0,0,0,0,3
0,19,1,1,0,1,0,0,0,0,0,0,7
1,5,1,0,1,1,0,0,0,0,0,0,8
1,0,1,0,1,1,0,0,0,0,0,0,10
1,0,0,0,0,1,0,0,0,0,0,0,3
0,2,1,0,0,1,0,0,0,0,0,0,5
0,4,1,1,0,0,0,0,0,0,1,0,5
1,1,0,1,0,0,0,0,0,0,0,0,3
1,8,1,0,0,1,0,0,0,0,0,0,10
0,3,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,1
1,10,0,1,0,1,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,4
0,2,0,1,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0,0,0,4
1,1,1,0,1,1,0,0,0,0,1,0,6
0,0,0,1,0,0,0,1,0,0,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,0,0,0,0,0,3
0,2,0,1,0,0,0,0,0,0,0,0,1
0,6,1,0,0,0,0,0,0,0,0,1,5
1,1,0,0,1,1,0,0,0,0,0,1,2
0,0,0,0,0,0,0,1,0,0,0,1,2
0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,0,1,1,1
1,9,1,0,0,1,0,0,0,0,0,0,10
0,2,1,0,0,0,0,0,0,0,0,1,8
1,0,1,0,1,0,0,0,0,0,0,1,5
0,18,1,0,0,1,0,0,0,0,0,1,9
1,5,1,0,0,0,0,0,0,0,1,0,10
1,1,1,0,1,1,0,0,0,0,0,0,6
0,0,1,0,1,1,0,0,0,0,1,0,8
0,8,0,1,0,0,0,0,0,0,0,0,2
0,7,0,1,0,1,0,0,0,0,0,0,2
0,3,0,0,0,0,0,0,0,0,0,0,1
0,2,1,0,1,0,0,0,0,0,1,0,7
1,0,1,0,1,0,0,1,0,0,0,0,6
1,3,1,0,1,1,0,0,0,0,1,0,5
1,3,0,1,0,0,0,0,0,0,0,1,1
0,4,1,0,0,0,0,0,0,0,0,1,10
0,1,0,1,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,1,0,0,5
0,0,0,0,1,0,0,0,0,0,1,1,3
0,1,0,0,0,0,0,0,0,0,1,0,2
1,0,0,0,0,1,0,0,0,0,0,1,3
1,16,1,0,0,1,0,0,0,0,0,0,9
1,4,1,0,0,1,0,0,0,0,0,1,5
0,0,0,0,1,1,0,0,0,0,0,0,2
1,12,1,0,0,1,0,0,0,0,0,1,9
0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,1,1,1
1,9,1,0,0,1,0,0,0,0,0,0,6
1,5,1,0,0,1,0,0,0,0,0,0,6
1,11,1,0,0,1,0,0,0,0,0,0,9
1,1,0,1,0,1,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0,1,0,0,0,0,0,1,2
0,5,0,1,0,1,0,0,0,0,0,0,4
0,6,1,1,0,0,0,0,0,0,1,1,7
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,0,7
0,14,1,0,0,1,0,0,0,0,1,0,9
1,0,0,0,1,0,0,0,0,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,1,3
0,0,0,1,0,0,0,0,0,0,1,1,1
1,0,0,0,1,0,0,0,0,0,0,0,3
0,0,1,1,0,0,0,0,0,0,1,0,7
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,0,7
0,0,0,0,0,0,0,0,0,0,0,1,1
1,4,1,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,1,1,4
0,0,0,1,0,1,0,0,0,0,0,0,1
1,2,0,0,1,1,0,0,0,0,0,0,2
1,0,0,0,1,0,0,1,0,0,0,0,3
0,1,0,0,1,0,0,0,0,0,0,1,2
1,0,1,0,1,1,0,0,0,0,0,0,9
0,2,1,0,0,1,0,0,0,0,1,0,5
0,3,0,0,0,0,0,0,0,0,0,1,3
0,0,0,0,1,0,0,1,0,0,0,0,4
0,9,1,0,0,1,0,0,0,0,0,1,9
0,0,1,0,1,1,0,0,0,0,0,0,5
1,2,1,0,1,0,0,1,0,0,0,0,10
1,9,1,0,0,1,0,0,0,0,0,0,8
0,7,1,0,0,0,0,0,1,0,0,0,9
0,3,0,1,0,1,0,0,0,0,0,0,2
0,0,1,0,1,0,0,1,0,0,1,0,6
1,0,0,0,1,1,0,0,0,0,0,0,3
1,3,1,0,0,1,0,0,0,0,1,0,9
0,4,1,1,0,1,0,0,0,0,0,1,5
0,0,0,0,1,1,0,0,0,0,1,1,3
0,0,0,0,0,0,0,0,0,0,0,1,4
1,4,1,0,0,1,0,0,0,0,0,0,5
1,2,1,0,0,0,0,0,0,0,1,0,5
1,1,0,0,0,0,0,0,0,1,0,1,4
0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0,0,1,2
1,11,1,0,0,0,0,0,0,0,1,0,10
1,6,0,0,0,1,0,0,0,0,1,0,4
0,5,1,0,1,0,0,0,0,1,0,0,6
0,3,0,1,0,1,0,0,0,0,0,0,1
0,3,0,0,0,0,0,0,0,0,1,1,3
1,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,5
1,0,1,0,1,1,0,0,0,0,0,1,10
0,0,0,0,1,0,1,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,1,2
1,8,1,1,0,0,0,0,0,0,0,0,6
0,1,0,0,0,1,0,0,0,0,1,0,2
0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,2
1,5,1,0,0,1,0,0,0,0,0,0,6
1,4,1,0,0,1,0,0,0,0,0,0,6
1,7,1,0,0,1,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,4
0,3,0,0,0,1,0,0,0,0,0,0,4
0,0,0,0,0,1,0,0,0,0,1,1,3
1,1,1,0,1,0,0,0,0,0,0,0,6
1,1,1,0,0,1,0,0,0,0,0,0,8
1,0,0,0,0,1,0,0,0,0,0,1,2
1,3,1,0,0,1,0,0,0,0,0,0,6
0,1,0,0,0,1,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,2
0,0,1,0,1,1,0,0,0,0,0,1,9
0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,3
1,2,1,0,0,1,0,0,0,0,1,0,8
0,0,0,0,0,1,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0,1,1,4
1,2,1,0,1,1,0,0,0,0,0,1,5
0,0,1,0,1,1,0,0,0,0,0,0,9
1,8,1,0,1,0,0,0,0,1,0,0,10
0,0,0,0,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0,0,0,0,1,0,0,4
0,12,0,1,0,1,0,0,0,0,0,0,3
0,6,1,0,0,1,0,0,0,0,0,1,5
1,2,0,0,0,1,0,0,0,0,0,1,4
0,4,1,0,1,0,0,0,0,0,0,1,8
1,0,0,0,0,1,0,0,0,0,0,1,2
1,4,1,0,0,1,0,0,0,0,0,0,10
1,1,1,0,1,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1,0,1
0,1,0,0,0,1,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,0,0,0,0,0,0,0,0,0,1,4
1,1,0,0,1,1,0,0,0,0,0,0,3
1,0,1,0,1,0,0,0,0,0,0,1,10
0,0,0,1,0,0,0,0,0,0,0,1,2
1,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,4
0,0,1,0,1,1,0,0,0,0,0,0,5
1,4,1,0,0,1,0,0,0,0,0,0,8
0,2,0,1,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,1,0,1
1,9,1,0,0,0,0,0,0,0,0,1,6
1,0,1,0,1,1,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,1,0,1,1
0,5,0,1,0,0,0,0,0,0,1,1,2
