Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,y
43,5,9,2,12,4,4,1,0,0,68,39,TRUE
25,4,10,4,8,3,4,1,0,0,40,31,FALSE
22,4,10,4,1,2,2,0,0,0,30,23,FALSE
52,6,9,2,3,4,4,1,0,0,55,39,TRUE
61,4,9,2,1,5,4,0,2414,0,5,39,FALSE
42,4,13,4,12,1,4,1,0,0,40,39,FALSE
21,4,11,4,1,0,4,0,0,0,40,39,FALSE
44,4,9,2,14,4,0,1,0,0,40,39,FALSE
65,4,9,2,3,4,4,1,2290,0,40,12,FALSE
56,0,9,0,0,0,4,1,0,0,10,39,FALSE
33,1,12,0,8,1,4,1,0,0,40,39,FALSE
22,4,6,4,1,0,4,0,0,0,40,39,FALSE
43,4,9,0,7,0,4,0,0,0,24,39,FALSE
45,5,9,0,4,0,4,1,0,0,42,39,FALSE
42,4,9,0,12,0,4,0,0,0,42,39,FALSE
37,4,9,3,5,1,3,1,0,0,40,26,FALSE
56,4,5,0,3,0,4,1,0,0,40,39,FALSE
35,0,6,0,0,1,4,0,0,0,16,0,FALSE
40,4,12,0,1,1,2,0,0,0,32,39,FALSE
31,4,13,2,12,4,4,1,0,0,55,39,FALSE
26,4,13,2,10,4,4,1,0,0,40,39,FALSE
26,7,13,4,10,3,4,1,0,0,40,39,FALSE
42,5,13,2,4,4,4,1,0,0,70,39,FALSE
45,6,9,2,4,4,1,1,0,0,40,3,FALSE
47,2,10,2,10,4,2,1,7688,0,50,39,TRUE
22,4,10,2,7,4,4,1,0,0,40,26,FALSE
33,4,13,4,4,3,4,1,0,0,40,39,FALSE
37,4,9,4,14,0,2,1,0,0,50,39,FALSE
48,6,9,2,5,4,4,1,0,0,98,39,FALSE
57,6,6,2,3,4,4,1,0,0,8,39,FALSE
47,4,10,0,1,0,4,0,0,0,60,39,FALSE
58,2,5,2,14,4,4,1,0,0,40,39,FALSE
55,4,7,6,1,1,4,0,0,0,40,39,FALSE
52,4,10,2,3,4,4,1,0,0,55,39,FALSE
29,4,13,4,10,0,4,1,0,0,40,39,FALSE
42,4,14,4,10,0,4,0,0,0,40,39,FALSE
23,4,9,0,3,0,4,1,0,0,60,39,FALSE
23,4,8,4,8,0,4,0,0,0,30,39,FALSE
46,6,11,2,4,4,4,1,0,0,60,39,FALSE
30,4,10,4,7,0,4,1,0,0,40,39,FALSE
43,6,13,2,10,5,4,0,0,1887,70,39,TRUE
25,4,10,4,1,3,4,0,0,0,30,39,FALSE
32,4,9,2,14,4,4,1,0,0,80,39,TRUE
56,4,5,2,14,4,2,1,0,0,40,39,FALSE
33,4,9,2,14,4,4,1,0,0,43,39,FALSE
19,7,10,4,1,3,4,1,0,0,10,39,FALSE
20,4,10,4,12,3,4,0,0,0,18,39,FALSE
34,4,10,2,1,4,4,1,0,0,40,39,FALSE
34,4,5,0,8,1,4,0,0,0,40,39,FALSE
55,6,9,2,3,4,4,1,0,0,40,39,FALSE
55,4,5,2,13,5,4,0,0,0,23,39,FALSE
31,4,10,4,12,0,4,1,0,0,45,39,FALSE
30,4,9,0,8,1,4,0,0,0,40,39,FALSE
31,4,9,0,8,1,4,1,0,0,40,39,FALSE
51,4,9,5,7,0,4,1,0,1876,40,39,FALSE
59,4,9,2,3,4,4,1,0,0,40,39,FALSE
58,4,9,0,1,1,2,0,0,0,36,39,FALSE
40,4,5,2,6,4,4,1,0,0,40,39,FALSE
54,4,9,2,3,4,2,1,0,0,40,39,FALSE
25,2,13,2,10,4,4,1,0,1977,40,39,TRUE
18,5,7,4,5,3,4,1,0,0,30,39,FALSE
41,4,10,2,3,4,4,1,0,0,40,39,FALSE
57,4,6,6,8,1,4,0,0,0,40,39,FALSE
37,4,9,2,4,4,4,1,0,0,40,39,TRUE
46,4,9,4,8,1,4,0,0,0,24,39,FALSE
39,4,9,4,8,3,4,0,0,0,38,39,FALSE
19,4,9,4,3,0,4,0,0,0,40,39,FALSE
41,4,12,2,7,4,4,1,0,0,40,39,FALSE
54,4,9,4,1,0,4,1,0,0,41,39,FALSE
39,4,14,2,4,4,4,1,0,0,40,39,TRUE
41,4,9,2,3,4,4,1,0,0,40,39,TRUE
26,4,15,4,10,0,4,0,0,0,30,39,FALSE
57,5,9,2,1,4,4,1,0,0,50,39,FALSE
33,2,10,2,11,4,4,1,0,0,40,39,TRUE
56,4,10,2,4,4,4,1,0,0,40,39,TRUE
60,4,9,2,7,4,4,1,0,0,40,39,FALSE
22,4,9,4,14,0,4,1,0,0,70,39,FALSE
58,4,8,2,14,2,4,1,0,0,40,39,FALSE
48,1,14,3,4,0,4,0,10520,0,50,39,TRUE
45,2,14,2,10,4,4,1,7688,0,55,39,TRUE
18,4,9,4,12,3,1,0,0,0,40,39,FALSE
56,4,9,6,8,1,4,0,0,0,40,39,FALSE
48,5,9,2,3,4,4,1,0,0,60,39,TRUE
40,4,13,4,13,0,1,0,0,2258,48,30,FALSE
38,4,9,0,8,0,4,1,0,0,32,39,FALSE
58,4,10,0,1,1,4,0,0,0,40,39,FALSE
23,4,10,4,4,3,4,1,0,0,50,39,FALSE
63,4,10,2,10,4,4,1,0,0,40,0,FALSE
51,4,13,0,10,0,4,1,0,0,45,39,FALSE
22,0,3,2,0,5,3,0,0,0,40,26,FALSE
44,4,9,2,5,4,4,1,0,0,70,39,FALSE
46,1,10,0,13,0,4,1,0,0,40,39,FALSE
64,7,13,2,1,4,4,1,0,0,40,39,FALSE
32,4,13,2,4,4,2,1,0,0,40,9,TRUE
31,4,10,2,1,4,4,1,0,0,40,39,FALSE
36,4,11,2,12,4,4,1,0,0,50,39,TRUE
21,4,9,4,8,0,4,0,0,0,50,39,FALSE
30,4,10,2,3,4,4,1,0,0,40,39,FALSE
31,4,11,4,8,0,2,0,0,0,40,39,FALSE
54,4,9,2,14,4,4,1,0,2051,50,39,FALSE
59,2,5,2,8,4,4,1,0,0,40,39,FALSE
28,2,14,2,10,5,4,0,0,0,20,39,TRUE
57,4,9,0,1,1,4,0,0,0,40,39,FALSE
44,4,9,2,3,4,4,1,0,0,45,39,FALSE
53,5,10,0,4,0,4,1,0,0,60,39,FALSE
58,6,10,2,4,4,4,1,0,0,60,39,TRUE
19,4,10,4,8,3,4,0,0,0,20,39,FALSE
39,5,12,2,4,4,4,1,0,0,50,39,TRUE
31,5,10,2,4,5,1,0,0,0,70,35,FALSE
27,4,9,2,3,4,4,1,0,0,40,39,FALSE
46,2,5,5,8,1,2,0,0,0,40,39,FALSE
37,6,14,4,4,0,4,1,0,0,40,39,FALSE
27,4,13,4,12,0,2,0,0,0,40,39,FALSE
33,4,10,4,14,0,4,1,0,0,55,39,FALSE
20,4,10,4,8,3,4,1,0,0,16,39,FALSE
55,4,9,0,3,0,4,1,0,0,45,39,FALSE
39,4,12,4,12,0,4,0,0,0,40,39,FALSE
41,4,9,4,8,0,4,0,0,0,40,39,FALSE
30,4,13,4,10,0,4,0,0,0,40,39,FALSE
39,5,13,3,12,0,4,1,0,0,40,39,FALSE
28,4,9,5,4,1,4,0,0,0,50,39,FALSE
25,4,10,4,12,3,4,1,0,0,24,39,FALSE
31,4,9,2,3,4,4,1,0,0,50,39,FALSE
51,4,9,2,14,4,4,1,0,0,60,39,FALSE
24,4,13,4,1,3,4,1,0,0,40,39,FALSE
70,4,9,0,11,0,4,0,0,0,32,39,FALSE
23,4,10,4,1,3,4,1,0,0,40,39,FALSE
61,4,9,6,4,0,4,0,0,0,40,39,FALSE
45,6,4,2,4,4,4,1,0,0,55,39,TRUE
47,4,9,2,6,4,4,1,4064,0,60,39,FALSE
56,4,10,0,8,0,4,0,0,0,50,39,FALSE
79,4,16,2,10,4,4,1,20051,0,35,8,TRUE
20,4,10,4,1,3,4,0,0,0,15,39,FALSE
30,4,9,4,3,1,1,1,0,0,40,40,FALSE
27,4,13,2,12,4,4,1,0,0,25,0,FALSE
40,4,13,2,12,4,4,1,0,0,40,39,TRUE
60,0,9,2,0,4,4,1,0,0,5,39,FALSE
58,4,9,2,3,4,4,1,0,0,40,39,TRUE
71,6,15,2,5,4,4,1,0,0,2,39,FALSE
50,4,15,2,10,4,4,1,0,0,60,39,TRUE
29,2,10,4,4,0,4,1,0,0,40,20,FALSE
33,4,6,5,8,1,4,0,3418,0,35,39,FALSE
60,7,9,2,11,4,0,1,0,0,40,39,TRUE
33,4,12,4,1,0,4,1,0,0,50,39,FALSE
43,4,13,2,8,5,4,0,0,0,35,0,TRUE
33,4,6,4,6,1,2,1,0,0,40,39,FALSE
33,4,9,2,1,5,4,0,0,0,52,39,FALSE
32,7,9,2,11,4,4,1,0,0,45,39,FALSE
21,4,10,4,8,3,4,0,0,0,9,39,FALSE
38,4,9,2,10,5,4,0,0,0,40,39,FALSE
38,4,10,2,1,5,4,0,0,0,35,39,TRUE
39,7,10,5,4,1,2,0,0,0,30,39,FALSE
17,4,7,4,12,3,4,0,0,0,15,39,FALSE
21,4,10,2,1,4,4,1,0,0,40,39,FALSE
42,4,10,2,13,4,4,1,0,0,20,39,TRUE
42,4,9,2,4,5,4,0,0,0,40,39,TRUE
36,4,7,0,8,0,4,0,0,0,40,39,FALSE
32,4,10,0,4,0,4,0,0,0,50,39,TRUE
37,6,13,2,10,4,4,1,0,0,40,39,TRUE
28,4,13,4,12,0,4,1,0,0,40,39,FALSE
37,4,11,2,3,4,4,1,0,0,40,39,FALSE
50,4,9,5,10,1,3,0,0,0,60,33,FALSE
49,4,7,2,3,4,4,1,0,0,40,39,FALSE
40,4,14,2,4,4,4,1,0,0,40,39,TRUE
40,4,10,2,8,4,4,1,0,0,40,39,FALSE
49,4,10,2,3,4,4,1,0,0,40,39,FALSE
35,1,14,4,4,0,4,1,8614,0,40,39,TRUE
33,2,9,0,11,1,4,1,0,0,40,39,FALSE
24,4,9,4,3,0,4,1,0,0,40,39,FALSE
41,4,14,4,1,0,4,0,0,0,40,39,FALSE
43,4,10,2,13,4,2,1,0,0,40,23,TRUE
36,6,9,2,5,4,4,1,0,1902,60,39,TRUE
84,6,13,2,5,4,4,1,0,0,20,39,FALSE
23,4,9,4,12,3,4,1,0,0,40,39,FALSE
41,4,13,2,10,4,4,1,0,0,50,39,TRUE
55,5,9,2,4,4,4,1,0,1977,45,39,TRUE
30,6,10,4,3,0,4,1,0,0,45,39,FALSE
46,4,12,2,1,4,1,1,0,0,40,19,FALSE
55,4,10,2,4,4,4,1,0,1902,40,39,TRUE
34,4,10,4,1,0,4,1,0,0,40,39,FALSE
54,6,14,0,12,0,4,1,0,0,60,39,FALSE
27,4,10,4,1,3,2,1,0,0,40,39,FALSE
52,2,14,2,10,5,4,0,0,0,40,39,TRUE
36,4,10,2,1,5,2,0,99999,0,40,39,TRUE
25,6,9,4,10,0,4,1,0,0,40,39,FALSE
52,4,13,2,4,4,4,1,0,0,55,39,TRUE
24,4,9,0,4,0,0,0,0,0,50,39,FALSE
36,4,9,4,1,0,2,0,0,0,40,39,FALSE
31,4,9,2,6,4,4,1,0,0,40,39,FALSE
66,0,10,2,0,4,4,1,0,0,20,39,FALSE
90,6,13,2,10,4,4,1,10566,0,50,39,FALSE
67,4,14,2,10,4,4,1,20051,0,60,39,TRUE
22,5,4,2,3,4,4,1,2580,0,40,39,FALSE
47,4,10,0,1,0,4,0,0,0,35,39,FALSE
32,4,13,2,4,4,4,1,0,1887,55,39,TRUE
55,6,4,2,5,4,4,1,0,0,50,39,FALSE
32,4,9,4,6,0,4,0,0,0,35,39,FALSE
48,4,10,5,1,2,2,0,0,0,40,39,FALSE
21,4,9,2,12,4,3,1,0,0,35,39,FALSE
33,4,12,3,10,3,4,0,0,0,40,39,FALSE
27,4,10,4,10,0,4,0,0,0,48,0,FALSE
47,4,11,4,10,0,4,0,0,0,40,39,FALSE
18,4,7,4,8,3,4,0,0,0,24,39,FALSE
44,5,9,2,3,4,4,1,0,0,60,39,TRUE
23,4,10,4,3,3,4,1,0,0,37,26,FALSE
18,4,6,4,12,3,4,0,0,0,35,39,FALSE
56,4,9,2,4,4,4,1,0,0,50,39,FALSE
24,4,13,4,1,3,4,1,0,0,35,39,FALSE
43,4,13,2,3,4,4,1,0,0,40,39,TRUE
23,4,13,4,12,3,4,0,0,0,60,39,FALSE
26,4,10,4,12,3,4,1,0,0,42,39,FALSE
42,4,9,6,12,1,4,1,0,0,40,39,FALSE
23,4,9,4,1,0,4,0,0,0,40,39,FALSE
53,6,6,2,3,4,4,1,0,0,40,39,FALSE
51,4,9,2,4,4,4,1,4386,0,55,39,TRUE
40,4,9,4,8,3,4,1,0,0,25,39,FALSE
27,4,13,4,10,0,4,1,0,0,50,39,FALSE
24,2,10,5,11,0,4,1,0,0,60,39,FALSE
42,4,9,0,3,2,4,0,0,0,40,39,FALSE
41,4,9,5,1,1,4,0,0,0,40,39,FALSE
23,4,10,4,6,3,4,1,0,0,10,39,FALSE
42,6,14,2,10,4,4,1,0,0,65,39,FALSE
38,4,9,2,3,4,4,1,0,0,40,39,TRUE
63,6,4,2,5,4,4,1,0,0,30,39,FALSE
31,4,9,2,3,4,4,1,0,0,40,39,FALSE
18,6,7,4,8,3,4,0,0,0,4,39,FALSE
21,4,10,4,8,3,4,1,0,0,30,39,FALSE
24,4,13,2,10,2,1,0,0,0,40,30,FALSE
55,4,10,2,3,4,4,1,0,0,40,39,FALSE
20,4,5,4,1,1,2,0,114,0,20,39,FALSE
31,4,10,0,12,3,4,0,0,0,30,39,FALSE
23,4,10,4,1,3,4,0,0,0,20,39,FALSE
35,4,9,2,3,4,4,1,0,0,40,26,FALSE
51,6,10,2,12,4,4,1,0,0,60,39,FALSE
19,4,10,4,11,3,4,0,0,0,30,39,FALSE
38,2,9,0,11,0,4,1,0,0,56,39,FALSE
52,2,9,2,3,4,4,1,0,2051,40,39,FALSE
70,6,15,2,10,4,4,1,0,0,25,39,FALSE
53,4,6,0,3,0,4,1,0,0,40,39,FALSE
59,4,16,2,4,4,4,1,0,0,40,39,TRUE
39,4,10,2,14,4,4,1,0,0,43,39,FALSE
18,4,8,4,12,3,4,0,0,0,20,39,FALSE
41,0,9,4,0,0,4,0,0,0,30,39,FALSE
19,0,10,4,0,3,4,1,0,0,10,39,FALSE
24,4,10,0,1,0,4,0,0,0,40,39,FALSE
25,4,9,4,1,0,4,0,0,0,38,39,FALSE
32,4,10,4,4,0,2,1,0,0,40,23,FALSE
34,6,9,2,12,4,4,1,0,1902,60,39,TRUE
35,4,9,4,12,0,4,0,0,0,40,39,FALSE
50,4,9,2,1,4,4,1,7298,0,45,39,TRUE
18,4,9,4,12,3,4,1,0,0,20,39,FALSE
37,4,9,4,1,0,4,1,0,0,42,39,FALSE
30,4,10,4,8,1,4,0,0,0,36,39,FALSE
40,5,14,2,4,5,4,0,15024,0,30,20,TRUE
22,4,9,4,10,0,4,0,0,0,40,39,FALSE
50,2,10,5,8,1,2,0,0,0,28,39,FALSE
70,4,9,0,8,0,4,0,0,0,23,39,FALSE
43,4,14,2,10,4,4,1,0,0,40,39,TRUE
77,6,10,4,3,0,4,1,0,0,40,39,FALSE
30,6,9,2,3,4,4,1,0,0,40,39,FALSE
33,4,10,2,7,4,4,1,0,0,39,39,FALSE
51,4,10,2,12,4,4,1,0,1902,50,39,TRUE
58,7,14,2,10,4,4,1,0,1977,50,39,TRUE
22,4,10,4,1,3,4,1,0,0,12,39,FALSE
33,4,9,2,14,4,2,1,0,0,40,39,FALSE
27,4,7,2,12,4,4,1,0,0,40,39,FALSE
35,4,10,4,4,0,4,1,0,0,60,39,FALSE
32,4,10,0,12,0,4,0,0,0,55,39,FALSE
41,4,13,2,13,5,4,0,0,0,25,39,TRUE
37,4,10,2,3,4,4,1,0,0,40,39,FALSE
17,4,7,4,12,3,4,1,0,0,15,39,FALSE
50,4,13,0,4,0,4,1,0,0,55,39,TRUE
31,0,9,2,0,4,1,1,0,0,40,30,FALSE
54,7,9,5,4,1,4,0,0,0,38,39,FALSE
23,7,9,4,8,3,2,1,0,0,40,39,FALSE
40,4,13,0,1,1,4,0,0,0,20,39,FALSE
29,4,13,2,10,4,4,1,5013,0,40,11,FALSE
38,4,9,3,8,0,4,1,0,0,35,0,FALSE
30,4,11,2,4,4,4,1,0,0,55,39,FALSE
20,4,10,4,12,3,1,1,0,0,8,19,FALSE
43,6,10,2,5,4,4,1,0,0,50,39,FALSE
25,4,10,4,13,3,4,1,0,0,25,39,FALSE
39,4,14,2,12,4,4,1,0,0,50,39,TRUE
48,4,12,2,10,4,4,1,0,0,50,39,TRUE
41,6,9,0,8,1,4,0,0,0,40,39,FALSE
24,4,13,4,1,0,4,1,0,0,30,39,FALSE
20,4,10,4,1,3,4,1,0,0,40,41,FALSE
25,4,10,4,1,0,4,0,0,0,40,39,FALSE
57,4,10,2,3,4,4,1,0,0,40,39,TRUE
39,4,10,2,4,5,4,0,0,0,35,33,TRUE
66,4,13,2,10,4,4,1,0,0,40,39,TRUE
34,4,10,0,1,1,4,0,0,0,40,39,FALSE
36,4,13,0,10,0,4,1,14084,0,40,39,TRUE
46,4,9,2,12,5,4,0,0,0,40,39,FALSE
42,2,14,0,10,1,4,0,0,0,45,39,FALSE
46,4,9,2,14,4,4,1,0,1902,70,2,TRUE
34,2,9,4,11,3,4,1,0,0,40,39,FALSE
43,4,10,2,13,5,2,0,0,0,40,39,FALSE
42,4,10,0,4,3,4,0,0,0,40,39,FALSE
31,4,13,4,12,0,4,1,0,0,48,39,FALSE
70,0,10,2,0,4,4,1,0,0,30,39,FALSE
32,4,10,2,4,4,4,1,0,0,40,39,FALSE
46,1,9,2,1,4,4,1,0,0,40,11,TRUE
42,5,4,0,3,1,4,1,0,0,25,39,FALSE
21,4,11,4,4,3,4,1,0,0,40,39,FALSE
24,4,13,4,12,0,4,0,0,0,40,39,FALSE
23,4,9,4,12,2,4,1,0,0,55,39,FALSE
50,2,14,2,10,4,4,1,7298,0,40,39,TRUE
37,4,10,0,1,1,4,0,0,0,45,39,FALSE
19,0,7,4,0,1,4,0,0,0,30,39,FALSE
44,1,12,2,3,4,4,1,0,0,40,39,TRUE
29,4,9,2,14,4,2,1,0,0,40,39,FALSE
30,4,11,2,1,5,4,0,0,0,24,39,FALSE
36,4,10,2,12,4,4,1,0,0,44,39,FALSE
49,6,13,4,12,0,4,1,0,0,45,39,FALSE
29,4,9,0,3,0,4,1,0,0,40,39,FALSE
45,2,9,4,1,0,2,0,0,0,40,39,FALSE
75,7,16,2,10,4,2,1,0,0,20,39,TRUE
42,4,9,4,9,0,4,0,0,0,40,0,FALSE
37,4,12,0,4,0,4,0,0,0,40,39,FALSE
51,4,13,2,7,4,4,1,0,0,25,39,FALSE
61,2,9,2,5,4,4,1,0,0,48,39,FALSE
33,4,12,4,4,1,4,0,2174,0,55,0,FALSE
50,2,9,2,1,4,2,1,0,0,40,39,FALSE
59,4,9,4,7,0,4,1,0,0,40,39,FALSE
25,4,9,4,1,1,4,0,0,0,30,39,FALSE
22,4,9,4,6,3,4,1,0,0,16,39,FALSE
56,4,10,2,14,4,4,1,0,0,40,39,TRUE
44,4,13,4,1,1,2,0,0,0,40,39,FALSE
35,4,11,2,3,4,4,1,0,0,50,39,FALSE
57,4,9,4,4,0,4,1,0,0,40,39,FALSE
47,6,9,2,5,4,4,1,15024,0,50,39,TRUE
27,4,13,4,4,0,4,0,0,0,40,39,FALSE
50,6,9,2,5,4,4,1,0,2051,20,39,FALSE
30,4,13,4,10,3,2,1,0,0,40,0,FALSE
46,4,7,2,14,4,2,1,0,0,40,39,FALSE
48,5,15,2,10,4,4,1,0,0,60,39,TRUE
61,4,13,0,1,0,4,1,0,0,40,39,TRUE
33,4,9,4,14,0,4,1,0,0,87,39,FALSE
40,4,9,2,8,4,2,1,0,0,40,39,FALSE
58,5,10,2,4,4,4,1,0,0,65,39,TRUE
46,5,14,2,4,4,4,1,0,2392,50,39,TRUE
35,4,10,2,10,4,4,1,0,0,40,39,TRUE
51,5,10,0,4,1,4,0,0,0,50,39,FALSE
37,4,8,4,8,3,4,0,0,0,40,39,FALSE
64,4,14,2,10,4,1,1,0,2057,60,3,FALSE
41,4,9,4,3,0,4,1,0,0,54,39,FALSE
18,4,7,4,6,3,4,1,594,0,30,39,FALSE
44,6,7,2,5,4,4,1,0,0,88,39,FALSE
41,7,13,2,10,5,0,0,0,0,48,39,TRUE
33,7,10,5,10,0,4,1,10520,0,40,39,TRUE
37,4,5,5,9,1,4,0,0,0,16,26,FALSE
34,4,10,4,1,3,4,0,0,0,40,39,FALSE
24,1,13,4,13,3,4,0,0,0,40,0,FALSE
20,4,10,4,6,3,4,1,0,0,40,39,FALSE
38,4,13,2,4,4,4,1,0,0,40,39,FALSE
28,4,11,4,8,0,4,0,0,0,40,39,FALSE
20,6,9,4,14,3,4,1,0,0,45,39,FALSE
22,1,13,4,13,3,4,1,0,0,8,39,FALSE
55,4,13,0,1,1,4,0,0,0,73,39,FALSE
20,4,10,4,10,0,4,1,0,0,35,39,FALSE
26,4,13,4,10,0,4,0,0,0,40,39,FALSE
20,5,9,4,5,3,4,1,0,0,70,39,FALSE
40,4,5,0,8,0,4,0,0,0,40,39,FALSE
33,4,9,2,12,4,4,1,0,0,50,39,TRUE
54,0,10,0,0,3,4,1,0,0,50,39,FALSE
24,4,9,4,12,0,4,0,0,0,40,39,FALSE
25,4,10,4,4,3,4,1,0,0,46,39,FALSE
18,4,7,4,8,3,4,1,0,0,8,39,FALSE
49,6,9,2,3,4,4,1,0,0,60,39,FALSE
17,4,8,4,6,3,4,1,0,0,17,39,FALSE
34,6,11,2,3,4,4,1,0,0,45,39,FALSE
37,4,13,2,10,4,4,1,0,0,45,39,TRUE
49,1,10,2,4,4,4,1,0,0,40,39,TRUE
74,4,9,6,1,0,4,0,15831,0,40,39,TRUE
37,4,9,0,5,0,4,1,0,0,40,39,FALSE
20,4,7,2,6,4,4,1,0,1573,40,39,FALSE
40,4,9,2,4,5,4,0,0,0,35,39,TRUE
34,4,13,4,12,0,4,1,27828,0,40,39,TRUE
30,4,15,2,10,4,2,1,0,1740,40,14,FALSE
44,4,9,5,1,0,4,0,0,0,40,33,FALSE
40,4,6,2,8,5,2,0,0,0,32,39,FALSE
58,4,9,2,12,5,4,0,0,0,40,12,FALSE
44,4,9,2,3,4,4,1,0,0,40,39,FALSE
42,4,10,2,12,4,4,1,0,0,25,39,TRUE
39,4,9,4,8,0,4,1,0,0,18,39,FALSE
19,4,9,4,8,3,2,1,0,0,40,39,FALSE
41,4,14,2,4,4,4,1,15024,0,70,39,TRUE
29,7,14,4,10,0,4,1,0,0,40,39,FALSE
34,1,10,4,3,2,4,1,0,0,40,39,FALSE
38,0,10,2,0,4,4,1,0,0,15,39,FALSE
27,4,1,2,5,2,4,1,41310,0,24,26,FALSE
54,4,10,0,3,1,4,0,0,0,48,39,FALSE
40,4,9,6,7,1,2,0,0,0,37,39,FALSE
19,4,10,4,12,2,4,0,0,0,25,39,FALSE
17,4,7,4,8,3,4,1,594,0,10,39,FALSE
33,4,10,2,12,4,4,1,0,0,52,39,FALSE
80,4,4,6,8,0,4,0,0,0,24,39,FALSE
24,6,9,4,3,3,4,1,0,0,50,39,FALSE
28,4,13,4,10,3,4,1,0,0,40,39,FALSE
55,4,9,2,4,5,4,0,0,0,30,39,TRUE
21,4,10,4,4,3,4,1,0,0,40,39,FALSE
51,4,9,0,1,0,4,0,0,0,38,39,FALSE
19,4,9,4,7,3,2,0,0,0,40,39,FALSE
42,4,9,4,8,0,4,0,0,0,24,39,FALSE
60,6,9,2,4,4,4,1,0,0,48,39,FALSE
20,0,10,4,0,3,2,0,0,0,40,39,FALSE
51,4,9,0,1,0,4,0,0,0,40,39,FALSE
21,4,10,4,8,3,4,0,0,0,40,39,FALSE
37,7,10,2,3,4,4,1,0,0,40,39,FALSE
26,4,9,4,7,0,4,1,0,0,52,39,FALSE
42,1,14,4,4,0,4,0,14084,0,60,39,TRUE
40,4,10,2,6,4,4,1,0,0,40,39,FALSE
55,4,14,2,10,4,4,1,0,0,40,39,TRUE
33,4,9,4,8,0,2,1,0,0,32,39,FALSE
62,4,9,2,14,4,4,1,0,1977,60,39,TRUE
47,4,6,0,12,1,4,0,0,0,30,39,FALSE
26,4,8,4,12,2,2,1,0,0,51,39,FALSE
59,4,9,3,1,1,4,0,0,0,20,33,FALSE
70,2,10,6,1,0,4,0,0,0,17,39,FALSE
26,4,10,4,1,0,4,0,0,0,20,39,FALSE
47,4,6,2,12,4,4,1,0,0,65,39,FALSE
25,4,14,4,4,0,4,0,0,0,43,39,FALSE
52,5,15,2,10,4,4,1,15024,0,60,39,TRUE
46,4,9,2,3,4,4,1,0,0,40,39,FALSE
67,4,6,2,14,4,0,1,0,0,20,39,FALSE
34,4,14,2,4,4,4,1,0,0,50,39,TRUE
53,7,10,0,1,2,4,0,4650,0,40,39,FALSE
22,4,13,4,1,0,4,0,0,0,35,39,FALSE
39,2,9,0,1,3,4,1,0,0,42,39,FALSE
54,6,9,2,3,4,4,1,0,0,35,39,FALSE
24,4,13,2,12,4,4,1,0,0,40,39,FALSE
37,4,9,5,10,1,4,0,0,0,38,39,FALSE
38,4,6,4,10,0,4,1,0,2559,90,39,TRUE
41,2,14,4,10,0,2,0,0,0,40,39,FALSE
36,4,9,2,14,4,4,1,0,0,33,39,FALSE
43,4,11,2,4,4,4,1,15024,0,40,39,TRUE
39,4,13,0,10,0,4,1,0,0,40,39,FALSE
26,4,13,4,12,3,4,1,0,0,45,39,FALSE
49,2,14,4,10,0,4,0,4650,0,40,39,FALSE
37,6,13,2,10,4,4,1,0,0,55,39,TRUE
43,4,10,2,4,4,4,1,0,0,50,39,TRUE
54,1,9,2,10,4,4,1,0,0,40,39,TRUE
53,5,3,2,12,4,4,1,0,0,40,26,TRUE
57,2,14,2,10,4,4,1,0,0,60,39,FALSE
28,4,13,2,10,4,4,1,0,0,40,39,TRUE
29,4,13,2,8,4,4,1,0,0,40,39,FALSE
21,4,9,4,12,3,4,1,0,0,40,39,FALSE
51,4,9,2,3,4,4,1,0,0,40,39,FALSE
46,7,9,2,14,4,4,1,0,0,40,39,FALSE
50,5,15,2,10,4,4,1,0,0,75,39,TRUE
50,6,9,6,4,1,1,0,0,0,48,35,FALSE
36,4,9,0,4,1,4,0,0,0,40,39,FALSE
31,2,13,2,10,4,4,1,0,0,40,39,FALSE
20,4,9,4,1,3,4,0,0,0,10,39,FALSE
36,4,9,2,6,4,4,1,0,0,40,39,FALSE
38,4,9,0,3,3,4,1,0,0,40,39,FALSE
37,4,13,2,3,4,4,1,0,0,45,39,TRUE
39,4,14,2,10,4,4,1,7688,0,40,39,TRUE
18,4,6,4,5,3,4,1,0,0,36,39,FALSE
33,4,9,0,12,0,4,1,0,0,50,39,FALSE
35,4,9,4,13,0,4,0,1151,0,40,39,FALSE
23,4,10,4,6,3,0,1,0,0,40,39,FALSE
37,4,13,5,8,1,1,0,0,0,36,30,FALSE
25,4,9,2,8,4,4,1,0,0,30,39,FALSE
51,1,12,2,13,4,2,1,0,0,40,39,FALSE
35,4,9,2,3,4,4,1,0,0,40,39,FALSE
54,4,7,2,7,4,4,1,0,0,40,39,FALSE
66,0,9,2,0,4,4,1,0,0,30,39,FALSE
32,4,9,4,8,1,2,0,0,0,13,39,FALSE
37,6,13,4,11,0,4,1,0,0,55,39,TRUE
29,4,13,2,12,4,4,1,0,0,40,39,TRUE
45,4,13,2,6,4,4,1,0,0,37,39,FALSE
61,5,10,2,12,4,4,1,0,0,40,39,FALSE
40,4,10,0,1,1,4,0,0,0,40,39,FALSE
24,4,9,4,14,0,4,0,0,0,49,39,FALSE
49,4,4,2,7,4,3,1,0,0,38,39,FALSE
51,6,14,0,4,1,4,1,25236,0,50,39,TRUE
